6.715784771204973413e-01,1.632295560452144523e+00,1.613321463157624924e+00,3.821544879529060745e-01,1.518162880658334046e+00,2.232194629292257648e+00,7.692664804346578400e-01,1.420471938339736395e+00,1.158565562988403075e+00,1.538260486282874595e+00,3.152246542247453820e-01,4.437731482258552296e-01,4.639112024501115816e-01,2.097701998559999392e+00,2.334364532481898014e+00,1.630684270888761445e+00,3.631425954106627940e-01,5.599285085956857699e-01,5.776718354203966843e-01,2.244284022232160503e+00,6.873671670210103057e-01,1.681585937765172067e+00,4.001911889136091083e-01,9.422115567090564303e-01,1.985234458448926542e+00,7.702143506425194186e-01,5.997183497865180568e-01,1.128332436122412963e+00,2.972151136814493722e-01,1.924384572467353616e+00
1.591435803389960602e-01,3.747716044482199416e-02,9.958327021952921576e-02,7.046056137530172514e-02,1.120743962755212375e-01,1.389795361141967778e-01,1.002683755914884206e-01,2.974179239246568796e-01,8.248611811205117106e-02,1.202062773242965066e-01,4.052476902403887582e-01,1.462774876411485625e-01,2.330849562259909025e-01,8.020184844411126779e-02,6.889096594836646714e-02,3.385374232634627556e-01,2.002191510012924225e-01,3.923988390995484382e-02,2.465623140704167049e-01,2.095774224931100937e-01,1.522982931925989103e-01,2.976059701477791197e-01,7.049874568578209932e-02,2.447638967916495878e-01,7.056696667697862080e-02,5.893697919825385823e-02,3.203605480536503292e-01,2.873837084076857895e-01,2.149650366931147027e-01,4.710460373620090069e-02
5.239367720402352546e-01,7.111324484806061941e-01,4.142046866298280672e-01,2.528428284448894781e-01,1.016005559462371366e+00,8.633135161761018583e-01,6.027806525394509007e-01,6.545496263020381678e-01,4.758950779614629090e-01,6.030744737824742518e-01,9.134069136354575624e-01,1.104956248877322578e+00,6.465810884831540983e-01,3.907214300919693573e-01,2.769663859902637970e-01,2.217152309984823155e+00,1.286701858074901672e+00,1.996954348676788005e+00,2.824400981056903071e+00,2.183783217021982637e+00,1.450390423802610851e+00,3.818163518828728842e-01,1.571526249269917352e+00,1.164452918743961396e+00,9.136503386574321706e-01,1.026075656251769663e+00,2.841932433219683141e+00,4.252306103374461355e-01,2.401817720600984973e+00,4.377903615337005450e-01
5.111828471896351367e-01,1.668491779927038676e+00,6.484339573645894195e-01,4.853889565518237359e-01,2.163895008702479972e-01,1.090088910456660010e+00,1.124458602470288504e+00,7.775685433483795483e-01,5.784536766603689539e-01,1.322737230933080710e+00,1.159530446773480383e+00,3.813796834103057032e-01,2.840174629536553197e-01,1.964444570863008444e-01,6.327364739533722915e-01,6.054824935157745447e-01,1.408948716606110985e+00,1.077527961766063802e+00,4.740983615040781363e-01,8.840687506915175797e-01,7.755546880096941820e-01,6.291722529911607520e-01,3.761929895084134556e-01,4.058218787638313008e-01,3.224756872553206644e-01,6.753069456765599110e-01,6.357896941490649434e-01,3.045694962833588870e-01,8.695841572831493060e-01,4.092018168506928455e-01
5.832938059305333572e-02,8.672443394290163532e-02,6.550292571801932806e-02,4.102487380732167815e-02,4.196686227778153450e-02,3.169036325898285100e-01,3.138685986628778762e-02,2.485317825741426567e-01,2.246622570080122616e-01,1.649057349433731834e-01,2.369058380738380265e-01,3.006715680106003541e-01,1.403584358263512410e-01,9.341841464943774487e-02,3.254504785043264153e-02,7.546114059783053107e-02,1.784863084229062202e-01,8.757328895517067779e-02,1.961856334497736609e-01,1.364166335861956014e-01,1.480890142025703682e-01,3.357857004905943910e-02,2.471201039106044051e-01,6.887781806379542071e-02,1.881983131988481106e-01,1.420242784240738354e-01,6.461253780449045803e-02,4.065827885965517946e-02,5.562830990788447671e-02,2.572886170990951737e-01
8.400962973981174198e-02,3.714098978067431056e-01,1.616643129667263701e-01,1.611850600893222074e-01,4.974505087779708679e-01,3.133773833645953633e-01,3.703652468323415659e-01,9.492793674989809249e-02,3.008371934487029664e-01,2.704296401273802997e-01,1.076320361594486630e-01,1.071143739842713993e-01,1.451314865635294771e-01,1.173012694750127372e-01,1.852623965012123453e-01,2.372768139831088474e-01,6.560704401511387174e-02,1.449195673488924141e-01,8.206742179425689787e-02,4.839562663573820367e-01,2.874455237282467213e-01,2.915472858097555853e-01,7.764703455392527043e-02,2.345386434370592132e-01,1.396987958718879930e-01,2.182648096367443558e-01,1.848465079531939892e-01,2.836169516223996934e-01,1.048344156386653014e-01,1.146826933690579114e-01
7.488393394548973347e-01,1.070474941271899239e+00,3.968250117563488222e-01,5.641235777259286932e-01,7.793931427209499496e-01,7.864763237100891313e-01,3.852373693911010366e-01,1.181027171965608469e+00,4.294244637865194947e-01,1.578571984130560324e+00,1.233503303123357542e+00,2.304951833690916108e-01,2.499973713485438565e-01,6.338594495137080953e-01,5.007316357236493154e-01,2.824689048635041222e-01,1.199331547224758765e+00,9.908958923859254586e-01,1.236737060520372022e+00,7.782924144353274842e-01,3.763661552057854798e-01,3.695575662473954415e-01,4.848088214023008602e-01,5.295411801753152625e-01,9.530262567381545535e-01,1.458825543575457795e+00,2.553852561566798407e-01,7.653561970444350271e-01,6.987694465662999121e-01,5.076872881257098458e-01
2.801481237460068940e-01,1.760207567160719522e-01,2.869945414545714835e-01,1.339500527439255184e-01,5.605255674567546365e-01,6.969594412509910741e-02,2.193619797872110311e-01,1.250015272659983911e-01,2.821884072863927173e-01,1.433170889819790628e-01,3.505011375976202492e-01,5.086646229265435748e-01,2.086499677243536244e-01,7.967008051681766234e-02,3.971829586193217909e-01,2.044505416276961862e-01,2.547024897656188225e-01,5.093012583179686026e-02,4.046164377970861703e-01,4.009895881438030329e-01,1.462107370319583322e-01,4.596079810455587777e-01,3.098394758110241121e-01,4.027784853999344938e-01,1.508886214093498601e-01,7.932230662980976899e-02,3.986677703118869376e-01,4.523221891919108617e-01,1.278829430118136601e-01,4.354327098251257744e-01
5.798966493478675543e-01,3.396876233421799451e-01,3.975873163689106482e-01,1.683489423616791603e-01,1.309677402633162846e-01,5.107704319934788240e-01,4.367882320770440363e-01,3.766930895064951046e-01,7.732164843440978430e-01,2.496065034533447580e-01,8.213859099255775842e-01,4.808775793144980382e-01,5.664420484780822163e-01,8.232677258705830559e-01,4.781405535972668153e-01,4.379144138317181967e-01,5.080105117506171775e-01,4.206636207383345760e-01,2.037472249955349923e-01,7.828341439339681074e-01,3.158382141449032066e-01,2.862886565871755051e-01,7.254140540438740459e-01,1.175033818718546286e+00,1.022465413778725463e+00,1.077577547814234871e+00,1.701431901111273015e-01,5.480706739227796387e-01,1.312293323976876369e-01,4.949415634049634249e-01
2.628071954659178533e-01,1.997427807372663455e+00,1.702364423752298572e+00,3.964608689310281098e-01,1.228666712430648955e+00,8.503759366786345364e-01,7.630377832084335177e-01,3.052982882172276535e-01,2.003124497871501930e+00,2.433741204769911404e-01,2.630167157076900297e-01,1.963315474716406106e+00,8.188476441727232658e-01,2.116825188798054480e+00,4.659385969944503381e-01,1.751070993588892843e+00,4.580127903461634897e-01,1.434588969469573039e+00,5.829429658800325820e-01,3.772669439752436849e-01,2.071241928997987980e+00,7.112880079282691836e-01,7.874554789910053199e-01,5.582087450472741352e-01,9.060577743771195403e-01,1.656264470085887952e+00,1.745691521060702467e+00,3.033435007685356677e-01,6.040333743036356839e-01,8.321012868843453703e-01
